Waterbody OGF ID,Zone Number,Species,Species French,Season,Season French,Limit,Limit French,Size Limit Only,Size Limit Only French,Waterbody Description,Waterbody Description French,Effective Date,Expiry Date
125208652,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Humber River and tributaries - upstream from Eglinton Ave. in the City of Toronto to the south side of the Hwy. 407 bridge in the Regional Municipality of York.,"Rivière Humber et tributaires, en amont depuis l'avenue Eglinton, dans la ville de Toronto, jusqu'au côté sud du pont de la route 407, dans la municipalité régionale de York.",01/01/2022,12/31/2022
125208653,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Little Otter Creek - East branch of Big Otter Creek in Bayham Twp.,Ruisseau Little Otter - branche est du ruisseau Big Otter dans le canton de Bayham.,01/01/2022,12/31/2022
125208654,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Little Sauble River - Bruce Twp. from Hwy. 21 to Lake Huron (Bruce County).,"Petite rivière Sauble - canton de Bruce, depuis la route 21 jusqu'au lac Huron (comté de Bruce).",01/01/2022,12/31/2022
125208655,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Maitland River - Colborne, Goderich, Hullett, East and West Wawanosh, Turnberry twps. between County Road 4 and the downstream side of the Hwy. 21 bridge (Huron County).","Rivière Maitland - cantons de Colborne, Goderich, Hullett, Wawanosh East et West et Turnberry, entre le chemin de comté 4 et le côté en aval du pont de la route 21 (comté de Huron).",01/01/2022,12/31/2022
125208656,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Nine Mile (Lucknow) River - Ashfield and West Wawanosh Twps. between County Road 86 and Lake Huron.,"Rivière Nine Mile (Lucknow) - cantons d'Ashfield et de Wawanosh West, entre le chemin de comté 86 et le lac Huron.",01/01/2022,12/31/2022
125208657,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,North Creek - Middleton Twp. downstream of Hwy 3.,"Ruisseau North - canton de Middleton, en aval de la route 3.",01/01/2022,12/31/2022
125208641,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,North Thames River (main branch only) - Middlesex County,Rivière Thames Nord (branche principale seulement) - comté de Middlesex,01/01/2022,12/31/2022
125208641,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,North Thames River (main branch only) - Middlesex County,Rivière Thames Nord (branche principale seulement) - comté de Middlesex,01/01/2022,12/31/2022
125208673,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Nottawasaga River - from the Boyne River downstream (north) to Georgian Bay.,"Rivière Nottawasaga - depuis la rivière Boyne, en aval (nord) jusqu'à la baie Georgienne.",01/01/2022,12/31/2022
125208674,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Rouge River - City of Toronto, between Highway 2 (Kingston Road) and Lake Ontario","Rivière Rouge - ville de Toronto, entre la route 2 (chemin Kingston) et le lac Ontario",01/01/2022,12/31/2022
125208658,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Rouge River - from Highway 2 (Kingston Road) in the City of Toronto upstream to the south side of Highway 407 in the Town of Markham,Rivière Rouge - depuis la route 2 (chemin Kingston) dans la ville de Toronto en amont jusqu’au côté sud de l’autoroute 407 dans la ville de Markham,01/01/2022,12/31/2022
125208659,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Sauble River - Amabel Twp. from the lowest ledge of Sauble Falls 440 m (1443 ft.) downstream to a line drawn perpendicular to the rivers current.,"Rivière Sauble - canton d'Amabel, depuis le seuil le plus en bas des chutes Sauble, 440 m (1 443 pi) en aval, jusqu'à une ligne tracée de façon perpendiculaire au courant des rivières.",01/01/2022,12/31/2022
125208660,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Saugeen River - Arran, Amabel, Brant, Carrick, Elderslie and Saugeen Townships and in the Town of Walkerton and the Village of Paisley, between the southerly edge of the Municipality of Brockton Concession 2 SDR. bridge and the westerly edge of the concre","Rivière Saugeen - cantons d’Arran, Amabel, Brant, Carrick, Elderslie et Saugeen, ainsi que dans la ville de Walkerton et le village de Paisley, entre le côté sud du pont de la route secondaire de la concession 2 de la municipalité de Brockton et le côté o",01/01/2022,12/31/2022
125208676,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Sixteen Mile Creek - Town of Lincoln between the Queen Elizabeth Way and Lake Ontario.,"Ruisseau Sixteen Mile - ville de Lincoln, entre le Queen Elizabeth Way et le lac Ontario.",01/01/2022,12/31/2022
125208675,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Sixteen Mile Creek (Oakville Creek) - Town of Oakville, from Highway 2 (Lakeshore Road) to Lake Ontario","Ruisseau Sixteen Mile (ruisseau Oakville) - ville d’Oakville, de la route 2 (chemin Lakeshore) jusqu’au lac Ontario",01/01/2022,12/31/2022
125208661,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Sixteen Mile Creek (Oakville Creek) and tributaries - Town of Oakville from Highway 2 (Lakeshore Road) upstream to the south side of Highway 407,Ruisseau Sixteen Mile (ruisseau d’Oakville) et ses tributaires - ville d’Oakville depuis la route 2 (chemin Lakeshore) en amont jusqu’au côté sud de l’autoroute 407,01/01/2022,12/31/2022
125208677,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Spencer Creek - City of Hamilton from Hwy. 102 (Cootes Dr.) to Lake Ontario.,"Ruisseau Spencer - ville de Hamilton, depuis la route 102 (chemin Cootes) jusqu'au lac Ontario.",01/01/2022,12/31/2022
125208662,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Sturgeon River and tributaries - Tay and OroMedonte Twps. (Simcoe County) - including the mouth of the Sturgeon River at Georgian Bay.,Rivière Sturgeon et tributaires - cantons de Tay et OroMedonte (comté de Simcoe) - incluant l'embouchure de la rivière Sturgeon à la baie Georgienne.,01/01/2022,12/31/2022
125208678,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Thames River (main branch only) - Elgin County and Middlesex County and the Municipality of Chatham-Kent.,"Rivière Thames (branche principale seulement) - comté d'Elgin et de Middlesex, et la municipalité de Chatham-Kent.",01/01/2022,12/31/2022
125208679,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Trout Pond of Waterford Ponds - City of Nanticoke.,Étang Trout des étangs Waterford - ville de Nanticoke.,01/01/2022,12/31/2022
125208680,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Twelve Mile Creek (Zone 20) - City of St. Catherines between Lakeport Road and Lake Ontario.,"Ruisseau Twelve Mile (zone 20) - ville de St. Catharines, entre le chemin Lakeport et le lac Ontario.",01/01/2022,12/31/2022
125208681,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Twenty Mile Creek - Town of Lincoln between the Queen Elizabeth Way and Lake Ontario.,"Ruisseau Twenty Mile - ville de Lincoln, entre le Queen Elizabeth Way et le lac Ontario.",01/01/2022,12/31/2022
125208663,16,Brown Trout,Truite brune,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Young’s Creek - from the dam on Lot 23, Conc. III to the downstream side of the Front Road bridge.","Ruisseau Young’s - depuis le barrage sur le lot 23, conc. III, jusqu’au côté en aval du pont du chemin Front.",01/01/2022,12/31/2022
125208682,16,Brown Trout,Truite brune,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Young's Creek (Ryerse Creek) - Woodhouse Twp., from the downstream side of the Front Road bridge to Lake Erie at Port Ryerse.","Ruisseau de Young (ruisseau Ryerse) - canton de Woodhouse, depuis le bord en aval du pont du chemin Front jusquà la ligne des eaux du lac Érié à Port Ryerse.",01/01/2022,12/31/2022
125208638,16,Muskellunge,Maskinongé,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,Must be greater than 112 cm (44 in.),Doit dépasser 112 cm (44 po),Thames River - from the mouth of the Thames River at Lake St. Clair to the downstream side of the Keil Street Bridge in the Municipality of Chatham.,"Rivière Thames - depuis l'embouchure de la rivière Thames au lac St. Clair jusqu'au côté en aval du pont de la rue Keil, dans la municipalité de Chatham.",01/01/2022,12/31/2022
125208642,16,Pacific Salmon,Saumon du Pacifique,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Bayfield River - Goderich and Stanley Twps. from Hwy. 4 to the downstream side of the Hwy. 21 bridge (Huron County).,"Rivière Bayfield - cantons de Goderich et Stanley, depuis la route 4 jusqu'au côté en aval du pont de la route 21 (comté d’Huron).",01/01/2022,12/31/2022
125208643,16,Pacific Salmon,Saumon du Pacifique,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Beaver River - Collingwood Twp. from the Thornbury Dam to Georgian Bay (Grey County).,"Rivière Beaver - canton de Collingwood, depuis le barrage Thornbury jusqu'à la baie Georgienne (comté de Grey).",01/01/2022,12/31/2022
125208644,16,Pacific Salmon,Saumon du Pacifique,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Big Creek - Walsingham Twp., south of the Quance Dam to Regional Road 21 at Lynedoch.",Ruisseau Big - canton de Walsingham au sud du barrage Quance jusqu’à la route régionale 21 à Lynedoch.,01/01/2022,12/31/2022
125208645,16,Pacific Salmon,Saumon du Pacifique,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Big Otter Creek - Bayham Twp. (Elgin County).,Ruisseau Big Otter - canton de Bayham (comté d'Elgin),01/01/2022,12/31/2022
125208646,16,Pacific Salmon,Saumon du Pacifique,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Bighead River - St. Vincent Twp. (Grey County).,Ruisseau Bighead - canton de St. Vincent (comté de Grey),01/01/2022,12/31/2022
125208664,16,Pacific Salmon,Saumon du Pacifique,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Black Creek - City of Nanticoke from Hwy. 3 to the junction with the Lynn River.,"Ruisseau Black - ville de Nanticoke, depuis la route 3 jusqu'à la jonction avec la rivière Lynn.",01/01/2022,12/31/2022
125208647,16,Pacific Salmon,Saumon du Pacifique,Extended fall season (4th Sat. in Apr. - Dec. 31),Prolongation de la saison d'automne (4e samedi d'avril jusqu'au 31 déc.),Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Bronte Creek - Town of Oakville from Highway 2 (Lakeshore Road West) upstream to the south side of Highway 407,"Ruisseau Bronte - ville d’Oakville, depuis la route 2 (chemin Lakeshore Ouest) en amont jusqu’au côté sud de la route 407",01/01/2022,12/31/2022
125208665,16,Pacific Salmon,Saumon du Pacifique,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Bronte Creek - Town of Oakville, from Highway 2 (Lakeshore Road West) to Lake Ontario","Ruisseau Bronte - ville d’Oakville, de la route 2 (chemin Lakeshore Ouest) jusqu’au lac Ontario",01/01/2022,12/31/2022
